Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Quality Walk Outlet,22827,1/16/2021,South,Tamil Nadu,Chennai,Sandals,4610,30,138300,23910.03372,Online
Best Step Emporium,74025,6/13/2022,East,West Bengal,Howrah,Sandals,3127,33,103191,28448.67788,Offline
Best Trend Co,22065,9/25/2018,South,Karnataka,Mysore,Boots,2229,16,35664,10662.36226,Online
New Style Mart,40094,6/27/2021,North,Punjab,Amritsar,Formal Shoes,839,33,27687,6194.784283,Offline
Prime Run Co,20463,4/5/2020,South,Karnataka,Mysore,Boots,3515,27,94905,15218.89572,Offline
Top Step Store,39832,11/22/2021,West,Maharashtra,Nagpur,Sneakers,2440,71,173240,31293.16344,Online
Reliable Journey Emporium,27590,9/23/2022,South,Tamil Nadu,Chennai,Formal Shoes,693,26,18018,1951.848973,Online
Great Step Co,54022,1/4/2018,North,Punjab,Amritsar,Heels,4865,55,267575,69590.72753,Offline
Fresh Path Co,14643,7/23/2021,South,Tamil Nadu,Coimbatore,Boots,3850,35,134750,34903.54384,Offline
Fresh Fashion Emporium,91413,11/24/2019,South,Tamil Nadu,Chennai,Formal Shoes,4820,9,43380,10842.09651,Online
Great Path Place,88434,1/23/2022,East,West Bengal,Howrah,Boots,1286,18,23148,4360.145335,Offline
Prime Shoe Place,51233,5/7/2023,South,Karnataka,Mysore,Boots,4100,91,373100,38465.70455,Offline
Reliable Journey Emporium,27590,4/19/2023,West,Maharashtra,Pune,Boots,4531,88,398728,70214.26167,Online
Great Trend Emporium,93867,7/30/2018,West,Maharashtra,Nagpur,Formal Shoes,1124,54,60696,16556.57251,Online
Quality Journey Mart,98714,8/7/2021,North,Punjab,Jalandhar,Sneakers,3415,78,266370,34483.07274,Online
Great Shoe Store,94952,7/25/2020,North,Punjab,Jalandhar,Heels,872,70,61040,15733.03199,Online
Quality Style Hub,41615,4/21/2020,South,Karnataka,Mysore,Formal Shoes,3991,95,379145,88710.89445,Online
Exclusive Shoe Emporium,69193,2/27/2018,West,Maharashtra,Mumbai,Heels,883,99,87417,17380.75249,Online
New Style Mart,40094,10/25/2022,North,Punjab,Ludhiana,Sandals,1143,26,29718,5886.313254,Offline
Exclusive Step Company,80745,1/3/2023,West,Maharashtra,Nagpur,Formal Shoes,1280,40,51200,11759.74285,Offline
Prime Run Emporium,14287,8/16/2020,East,West Bengal,Darjeeling,Heels,1008,39,39312,6944.676152,Online
Best Walk Hub,25862,10/22/2023,South,Karnataka,Hubli,Heels,1216,79,96064,18314.76137,Offline
Top Step Store,39832,9/12/2022,East,West Bengal,Kolkata,Formal Shoes,3304,40,132160,18165.34562,Online
Prime Walk Boutique,83635,10/12/2019,East,West Bengal,Darjeeling,Sandals,536,70,37520,8503.492056,Offline
Urban Fashion Emporium,94689,5/28/2019,South,Karnataka,Hubli,Sneakers,2271,25,56775,7960.846374,Offline
Quality Shoe Boutique,73363,2/25/2020,West,Maharashtra,Pune,Formal Shoes,2785,4,11140,2448.006371,Offline
Great Trend Company,21890,7/30/2023,East,West Bengal,Darjeeling,Sneakers,4940,25,123500,17870.97276,Offline
Urban Run Co,11736,11/24/2023,South,Karnataka,Mysore,Formal Shoes,3075,48,147600,21430.40406,Online
Exclusive Walk Company,80530,1/24/2019,West,Maharashtra,Nagpur,Sandals,3648,69,251712,50360.3334,Offline
Fresh Footwear Boutique,66425,11/23/2020,South,Tamil Nadu,Madurai,Sneakers,4547,64,291008,33712.81142,Online
Best Fashion Boutique,78261,2/1/2020,North,Punjab,Jalandhar,Sneakers,4977,90,447930,118308.1029,Online
Urban Fashion Store,66946,4/22/2022,South,Tamil Nadu,Madurai,Boots,4857,52,252564,29683.30902,Offline
Fresh Style Store,31353,11/26/2022,South,Karnataka,Bengaluru,Boots,1717,34,58378,6458.916763,Online
Top Footwear Company,82005,2/2/2018,South,Tamil Nadu,Chennai,Boots,595,23,13685,1561.67028,Offline
Quality Path Boutique,38392,8/5/2018,East,West Bengal,Kolkata,Sandals,1861,23,42803,6511.961537,Online
Exclusive Fashion Company,17588,6/8/2023,East,West Bengal,Kolkata,Heels,2996,6,17976,4675.46614,Online
Prime Shoe Hub,48103,2/23/2019,West,Maharashtra,Nagpur,Heels,578,46,26588,3399.022983,Online
Best Journey Emporium,71418,12/25/2018,West,Maharashtra,Pune,Heels,2390,20,47800,6082.287159,Offline
Great Walk Mart,82118,1/23/2018,North,Punjab,Ludhiana,Boots,3316,57,189012,37402.16238,Offline
Reliable Run Place,38827,3/18/2019,East,West Bengal,Howrah,Boots,3975,7,27825,3635.79934,Online
Great Fashion Emporium,56499,5/30/2021,North,Punjab,Ludhiana,Formal Shoes,2846,97,276062,46626.63233,Online
Quality Walk Store,22162,4/19/2022,South,Tamil Nadu,Madurai,Heels,1733,88,152504,29045.43928,Offline
Reliable Trend Store,73756,9/28/2021,West,Maharashtra,Mumbai,Sandals,4227,56,236712,53579.56848,Offline
Prime Step Company,17492,12/15/2019,East,West Bengal,Howrah,Sandals,586,73,42778,11047.09282,Online
Reliable Shoe Co,28024,2/18/2019,North,Punjab,Jalandhar,Boots,1890,46,86940,11899.25488,Offline
Prime Walk Outlet,84698,7/14/2020,South,Tamil Nadu,Chennai,Sandals,3034,81,245754,52432.03218,Online
Great Path Place,88434,1/25/2020,South,Karnataka,Mysore,Boots,3983,59,234997,51265.86548,Online
Prime Trend Mart,45695,1/23/2019,South,Karnataka,Mysore,Heels,3200,71,227200,40791.50076,Online
Exclusive Step Store,58842,1/19/2021,South,Tamil Nadu,Chennai,Sandals,4416,39,172224,32768.96967,Online
Fresh Style Boutique,48028,12/21/2019,South,Karnataka,Mysore,Heels,2611,65,169715,38224.45688,Offline
Prime Style Hub,66818,11/25/2020,North,Punjab,Jalandhar,Sandals,4569,91,415779,71124.13344,Online
Great Footwear Company,40913,2/21/2021,East,West Bengal,Kolkata,Heels,4263,70,298410,56482.19372,Offline
New Style Mart,40094,10/14/2022,West,Maharashtra,Mumbai,Formal Shoes,3231,20,64620,9329.098209,Online
Best Fashion Company,45328,9/21/2018,East,West Bengal,Kolkata,Formal Shoes,3196,72,230112,48229.53058,Offline
New Journey Co,19451,9/13/2019,East,West Bengal,Darjeeling,Sandals,3840,96,368640,97540.92982,Offline
Great Run Place,72664,11/4/2023,South,Tamil Nadu,Chennai,Heels,913,52,47476,12793.97519,Offline
Reliable Shoe Mart,99510,11/24/2018,West,Maharashtra,Pune,Boots,4481,14,62734,11989.62296,Offline
Exclusive Walk Company,80530,1/7/2018,South,Karnataka,Mysore,Heels,902,37,33374,4925.663244,Offline
Best Shoe Place,18959,11/24/2023,East,West Bengal,Darjeeling,Boots,807,44,35508,6441.868559,Online
Fresh Style Hub,65840,2/28/2021,West,Maharashtra,Mumbai,Sandals,1871,49,91679,10225.35088,Offline
Prime Footwear Place,21941,11/26/2023,South,Tamil Nadu,Coimbatore,Boots,2139,18,38502,10322.15518,Online
Great Path Hub,98938,2/22/2021,North,Punjab,Jalandhar,Sandals,4567,16,73072,20745.10578,Offline
Exclusive Fashion Place,59844,3/13/2019,West,Maharashtra,Mumbai,Formal Shoes,3807,16,60912,15917.50766,Offline
Quality Path Co,99670,6/27/2022,South,Tamil Nadu,Madurai,Sneakers,2323,70,162610,28467.73094,Online
Exclusive Fashion Place,59844,5/28/2022,South,Karnataka,Bengaluru,Boots,4576,72,329472,83828.74019,Offline
Quality Step Company,69462,11/19/2018,East,West Bengal,Darjeeling,Formal Shoes,4077,26,106002,25434.3878,Offline
Best Fashion Boutique,78261,6/12/2023,North,Punjab,Jalandhar,Heels,2938,38,111644,18744.96845,Online
Reliable Run Place,38827,5/13/2022,North,Punjab,Jalandhar,Heels,2464,82,202048,41174.14514,Offline
Prime Walk Boutique,83635,10/16/2020,South,Tamil Nadu,Chennai,Sandals,4981,74,368594,70877.73216,Online
New Style Store,27780,7/20/2022,West,Maharashtra,Pune,Boots,1688,11,18568,2144.944981,Offline
Reliable Style Boutique,71882,3/14/2020,East,West Bengal,Kolkata,Sneakers,3833,13,49829,14005.77941,Online
Great Path Outlet,68821,7/26/2019,South,Karnataka,Hubli,Sandals,3854,61,235094,32749.38829,Offline
Reliable Journey Emporium,27590,12/25/2019,South,Karnataka,Bengaluru,Heels,3912,94,367728,80451.13174,Offline
Best Fashion Boutique,78261,8/7/2021,South,Tamil Nadu,Madurai,Boots,2414,71,171394,18824.21521,Online
Urban Style Place,37451,6/15/2019,North,Punjab,Ludhiana,Boots,883,40,35320,9743.176782,Online
Prime Step Company,17492,11/20/2022,West,Maharashtra,Nagpur,Sandals,3464,27,93528,27002.06461,Offline
Prime Step Company,17492,5/8/2018,South,Karnataka,Hubli,Sandals,3959,61,241499,57188.06112,Online
Exclusive Journey Store,81968,4/3/2018,East,West Bengal,Kolkata,Heels,2539,6,15234,1710.686197,Offline
Great Style Boutique,36829,7/1/2023,South,Karnataka,Hubli,Boots,1759,42,73878,19007.04796,Online
Best Fashion Co,77338,1/13/2020,South,Tamil Nadu,Coimbatore,Boots,4249,61,259189,68190.41483,Online
Top Trend Company,29981,8/28/2019,East,West Bengal,Howrah,Boots,2742,6,16452,4493.447116,Offline
Reliable Shoe Company,33198,3/29/2020,East,West Bengal,Kolkata,Sneakers,1843,44,81092,15928.86258,Offline
Reliable Journey Store,89527,5/29/2018,West,Maharashtra,Pune,Sandals,2838,6,17028,2832.550335,Online
New Step Mart,44273,2/23/2023,North,Punjab,Amritsar,Boots,4395,81,355995,55176.27909,Online
New Path Store,64747,2/8/2019,West,Maharashtra,Mumbai,Heels,3975,25,99375,27594.54234,Online
Great Footwear Company,40913,5/3/2022,South,Karnataka,Mysore,Boots,1788,78,139464,24129.60188,Online
Best Trend Co,22065,6/13/2019,South,Tamil Nadu,Madurai,Formal Shoes,3619,40,144760,43165.58831,Online
Reliable Journey Emporium,27590,5/13/2022,South,Karnataka,Hubli,Boots,2290,12,27480,2953.613317,Online
Top Footwear Co,33817,6/24/2020,East,West Bengal,Kolkata,Sandals,797,80,63760,14417.34084,Offline
New Footwear Co,23352,10/16/2023,West,Maharashtra,Pune,Formal Shoes,3160,76,240160,52164.88085,Offline
Top Journey Co,48545,2/16/2020,West,Maharashtra,Pune,Sandals,2646,79,209034,61561.2509,Online
Prime Step Company,17492,5/13/2019,West,Maharashtra,Pune,Boots,2777,8,22216,4211.380275,Offline
Great Footwear Company,40913,4/19/2022,South,Karnataka,Bengaluru,Heels,2144,45,96480,10517.79719,Online
Great Footwear Company,40913,8/18/2023,East,West Bengal,Howrah,Sneakers,3491,76,265316,66283.77277,Online
Top Shoe Boutique,70911,4/21/2019,South,Tamil Nadu,Coimbatore,Sandals,4134,1,4134,608.3023743,Offline
Fresh Style Boutique,48028,9/1/2023,South,Tamil Nadu,Madurai,Heels,2990,74,221260,64787.0227,Offline
Reliable Walk Boutique,25626,11/10/2021,South,Tamil Nadu,Chennai,Sandals,2132,95,202540,40701.50347,Online
Reliable Style Mart,20591,1/26/2022,South,Tamil Nadu,Chennai,Sneakers,995,9,8955,2409.704697,Online
New Footwear Outlet,53960,5/14/2023,South,Karnataka,Hubli,Boots,749,84,62916,14609.03803,Online
Great Trend Company,21890,12/24/2018,South,Karnataka,Mysore,Sandals,2969,58,172202,45067.83159,Online
Prime Trend Mart,45695,5/2/2023,South,Tamil Nadu,Coimbatore,Sneakers,4513,40,180520,48234.49637,Online
Reliable Run Co,30549,6/29/2018,North,Punjab,Jalandhar,Boots,4773,10,47730,9662.799355,Offline
New Run Mart,72662,10/28/2020,South,Tamil Nadu,Coimbatore,Formal Shoes,2260,19,42940,9987.706769,Offline
Exclusive Shoe Emporium,69193,7/17/2023,South,Karnataka,Mysore,Heels,1129,5,5645,1384.597809,Online
Prime Style Outlet,93978,6/28/2019,West,Maharashtra,Mumbai,Sneakers,575,27,15525,4250.835898,Online
Best Fashion Boutique,78261,7/7/2023,North,Punjab,Ludhiana,Heels,4393,17,74681,8572.994813,Offline
Exclusive Journey Hub,59580,9/7/2020,North,Punjab,Amritsar,Sneakers,1694,44,74536,14368.36608,Online
Exclusive Walk Company,80530,2/2/2019,South,Tamil Nadu,Chennai,Sneakers,2023,62,125426,34361.6826,Offline
Best Fashion Emporium,82971,1/24/2021,South,Tamil Nadu,Chennai,Formal Shoes,3483,53,184599,21765.69938,Offline
Quality Shoe Boutique,73363,12/12/2021,South,Tamil Nadu,Madurai,Sneakers,4365,3,13095,3530.000531,Online
Top Run Store,99097,4/6/2023,West,Maharashtra,Pune,Sneakers,1322,86,113692,22012.27169,Online
Exclusive Footwear Boutique,22382,2/9/2022,West,Maharashtra,Nagpur,Heels,949,34,32266,4726.364736,Online
Best Path Emporium,40826,4/1/2023,North,Punjab,Jalandhar,Formal Shoes,2083,77,160391,20620.43347,Offline
Reliable Step Place,20641,11/27/2023,South,Tamil Nadu,Chennai,Sneakers,3643,17,61931,11611.07953,Offline
Reliable Run Co,30549,10/27/2023,South,Tamil Nadu,Coimbatore,Formal Shoes,2150,59,126850,22608.11788,Online
Best Shoe Outlet,21625,1/2/2018,North,Punjab,Jalandhar,Formal Shoes,1451,56,81256,23947.29024,Online
Top Footwear Co,33817,1/15/2021,South,Karnataka,Hubli,Heels,2500,61,152500,43416.21224,Offline
Fresh Footwear Boutique,66425,3/2/2020,North,Punjab,Ludhiana,Formal Shoes,3748,80,299840,73032.38418,Offline
Reliable Run Boutique,51945,6/20/2023,South,Karnataka,Mysore,Sandals,1403,64,89792,18665.28042,Offline
Urban Shoe Place,48908,11/28/2022,East,West Bengal,Howrah,Sneakers,926,85,78710,9867.023952,Online
Great Run Place,72664,4/23/2020,East,West Bengal,Darjeeling,Sneakers,2826,80,226080,45001.75461,Offline
Prime Run Hub,46837,2/10/2021,North,Punjab,Jalandhar,Sneakers,2395,80,191600,34776.25332,Offline
New Style Mart,40094,10/5/2020,South,Tamil Nadu,Madurai,Heels,2613,87,227331,31660.33573,Offline
Exclusive Footwear Hub,46983,3/7/2019,South,Karnataka,Mysore,Sandals,4936,37,182632,35575.68214,Online
Great Journey Store,15415,8/9/2021,East,West Bengal,Howrah,Boots,3076,32,98432,21368.32888,Online
Reliable Shoe Mart,99510,5/12/2021,North,Punjab,Jalandhar,Formal Shoes,3810,77,293370,43329.22573,Online
Great Journey Outlet,64642,3/18/2021,West,Maharashtra,Pune,Heels,4388,47,206236,29001.36015,Online
Top Footwear Place,80001,4/12/2019,East,West Bengal,Kolkata,Heels,2851,18,51318,9380.412144,Offline
New Style Company,34462,5/8/2019,East,West Bengal,Howrah,Sneakers,1361,95,129295,38274.05607,Online
Reliable Style Mart,20591,6/20/2022,North,Punjab,Amritsar,Sandals,2161,64,138304,34937.30279,Offline
Top Style Co,28078,1/23/2018,South,Karnataka,Bengaluru,Heels,2972,88,261536,66892.35235,Online
Urban Style Place,37451,2/14/2020,North,Punjab,Jalandhar,Formal Shoes,3836,50,191800,48721.18628,Offline
Urban Trend Place,35234,5/14/2021,West,Maharashtra,Nagpur,Formal Shoes,3257,87,283359,65970.41989,Online
Great Fashion Hub,10423,12/6/2019,East,West Bengal,Kolkata,Boots,1861,12,22332,2943.375821,Online
Reliable Trend Outlet,49326,5/13/2022,West,Maharashtra,Nagpur,Sandals,4728,22,104016,23635.15387,Online
Top Journey Co,48545,11/4/2020,North,Punjab,Ludhiana,Boots,668,15,10020,1612.491965,Online
Reliable Path Store,58471,8/2/2020,South,Karnataka,Mysore,Heels,2956,12,35472,8552.470814,Online
Top Journey Store,45327,7/3/2020,South,Karnataka,Hubli,Boots,2095,97,203215,21797.7126,Online
Great Style Boutique,36829,4/6/2021,East,West Bengal,Kolkata,Boots,1777,56,99512,21131.1955,Offline
Best Fashion Store,92496,4/7/2023,East,West Bengal,Darjeeling,Sandals,625,89,55625,13623.28917,Online
Great Path Place,88434,5/19/2023,North,Punjab,Jalandhar,Sneakers,2245,16,35920,9115.143551,Offline
Urban Walk Mart,78618,10/16/2019,North,Punjab,Jalandhar,Sandals,4769,40,190760,32633.1984,Online
Urban Style Company,36146,5/6/2018,North,Punjab,Jalandhar,Heels,1290,43,55470,15427.82729,Online
New Walk Store,63327,8/26/2018,East,West Bengal,Darjeeling,Sneakers,643,62,39866,7429.796673,Online
Urban Style Store,30361,9/27/2022,North,Punjab,Ludhiana,Boots,1794,12,21528,2164.12527,Online
Reliable Style Boutique,71882,1/25/2022,East,West Bengal,Howrah,Sandals,4590,4,18360,3796.871183,Offline
Prime Style Hub,66818,2/2/2018,East,West Bengal,Kolkata,Formal Shoes,4044,55,222420,53245.86583,Offline
Reliable Run Boutique,51945,9/3/2023,West,Maharashtra,Mumbai,Sandals,3963,75,297225,35220.38244,Offline
Top Run Store,99097,11/6/2022,South,Karnataka,Mysore,Formal Shoes,4880,46,224480,58913.63809,Offline
Exclusive Journey Store,81968,10/3/2019,North,Punjab,Jalandhar,Sneakers,2521,20,50420,6319.951691,Online
Great Shoe Co,39528,4/15/2023,East,West Bengal,Kolkata,Boots,3342,18,60156,10321.47613,Online
Top Journey Co,48545,8/22/2021,West,Maharashtra,Mumbai,Heels,4130,36,148680,34015.04711,Online
New Run Mart,72662,9/17/2018,South,Tamil Nadu,Madurai,Formal Shoes,1673,72,120456,13541.71538,Offline
New Shoe Outlet,72342,7/19/2021,South,Tamil Nadu,Chennai,Heels,2543,99,251757,35086.26452,Online
Urban Shoe Place,48908,3/23/2021,West,Maharashtra,Nagpur,Boots,4951,22,108922,18286.31907,Offline
New Style Company,34462,7/31/2021,South,Tamil Nadu,Chennai,Sneakers,1984,33,65472,15128.50107,Online
Best Trend Co,22065,6/28/2023,South,Karnataka,Hubli,Sneakers,4775,9,42975,10430.52704,Online
New Run Mart,72662,7/2/2021,West,Maharashtra,Nagpur,Formal Shoes,3874,84,325416,56856.57487,Offline
Quality Style Boutique,16925,3/29/2021,South,Tamil Nadu,Chennai,Sneakers,1478,60,88680,9989.661103,Online
Quality Walk Emporium,54015,1/11/2020,South,Tamil Nadu,Madurai,Heels,3909,23,89907,23160.53626,Offline
Great Trend Outlet,55090,7/23/2021,West,Maharashtra,Pune,Sandals,1033,40,41320,11286.38159,Online
Fresh Step Emporium,75859,2/14/2021,North,Punjab,Jalandhar,Sneakers,4974,45,223830,29997.13635,Offline
Quality Footwear Emporium,84613,9/10/2018,South,Tamil Nadu,Coimbatore,Formal Shoes,3501,7,24507,5428.982416,Offline
Reliable Style Mart,20591,12/9/2021,South,Karnataka,Bengaluru,Sneakers,2734,50,136700,26135.05972,Online
Exclusive Footwear Boutique,22382,3/22/2019,South,Tamil Nadu,Coimbatore,Sneakers,1823,56,102088,26497.06723,Offline
Great Fashion Emporium,56499,8/24/2020,North,Punjab,Ludhiana,Boots,2216,98,217168,30415.95882,Online
Top Path Place,92034,3/26/2022,North,Punjab,Ludhiana,Sandals,1809,55,99495,24259.97455,Offline
Great Journey Place,84685,1/11/2019,South,Tamil Nadu,Coimbatore,Formal Shoes,3623,43,155789,16158.78062,Online
Fresh Style Hub,65840,7/22/2021,South,Karnataka,Hubli,Sandals,4655,33,153615,21939.63359,Offline
Fresh Fashion Emporium,91413,6/20/2023,North,Punjab,Ludhiana,Sneakers,4812,9,43308,8508.347684,Offline
Urban Path Mart,62341,11/28/2020,East,West Bengal,Howrah,Heels,860,80,68800,13666.46742,Offline
Reliable Journey Emporium,27590,2/23/2023,North,Punjab,Ludhiana,Sandals,1270,86,109220,19341.09227,Online
Best Footwear Boutique,54410,1/31/2018,South,Tamil Nadu,Chennai,Formal Shoes,1945,5,9725,2002.03707,Online
Great Trend Company,21890,1/31/2021,East,West Bengal,Darjeeling,Sandals,4267,67,285889,33301.65116,Online
Top Fashion Outlet,39127,1/15/2023,East,West Bengal,Howrah,Sandals,3617,35,126595,23514.9641,Online
Exclusive Journey Store,81968,1/19/2023,South,Tamil Nadu,Chennai,Boots,4696,35,164360,38476.28187,Offline
Best Fashion Co,77338,8/24/2020,South,Tamil Nadu,Coimbatore,Heels,3588,4,14352,4082.966675,Offline
Urban Trend Outlet,68365,7/26/2020,South,Tamil Nadu,Coimbatore,Sandals,2526,33,83358,24054.53844,Offline
Prime Step Store,95425,11/20/2022,West,Maharashtra,Nagpur,Boots,2710,73,197830,32846.41779,Online
New Footwear Co,23352,9/21/2020,West,Maharashtra,Nagpur,Sandals,1813,1,1813,292.5412511,Offline
Urban Footwear Store,51441,2/23/2022,South,Karnataka,Mysore,Sneakers,1430,85,121550,22521.1848,Offline
Great Path Outlet,68821,2/19/2021,West,Maharashtra,Mumbai,Sneakers,2463,24,59112,11769.03974,Online
Urban Run Co,11736,4/29/2020,West,Maharashtra,Pune,Formal Shoes,1135,2,2270,274.0743741,Offline
Top Footwear Place,80001,5/23/2022,South,Karnataka,Bengaluru,Sandals,3202,72,230544,49304.47739,Offline
Top Footwear Co,33817,2/11/2022,East,West Bengal,Darjeeling,Heels,1479,45,66555,19306.40662,Offline
Urban Path Mart,62341,3/22/2019,North,Punjab,Ludhiana,Heels,1860,90,167400,28132.54415,Offline
Best Trend Co,22065,11/18/2018,South,Tamil Nadu,Chennai,Formal Shoes,3189,97,309333,77373.61779,Online
Urban Shoe Place,48908,3/21/2020,East,West Bengal,Darjeeling,Boots,4314,2,8628,1261.519267,Online
Prime Footwear Place,21941,8/24/2019,South,Karnataka,Bengaluru,Formal Shoes,3801,22,83622,12199.70207,Offline
Urban Trend Mart,96086,8/20/2023,North,Punjab,Amritsar,Sandals,2933,20,58660,15528.21546,Offline
Prime Walk Outlet,84698,10/4/2021,South,Tamil Nadu,Coimbatore,Sneakers,4861,94,456934,59522.90286,Online
Fresh Journey Place,36243,7/20/2022,North,Punjab,Ludhiana,Formal Shoes,950,11,10450,1799.35601,Offline
Reliable Walk Place,14387,11/9/2020,North,Punjab,Jalandhar,Heels,3620,21,76020,8702.580774,Offline
Top Footwear Co,33817,6/29/2019,North,Punjab,Jalandhar,Sandals,2161,1,2161,339.291601,Online
Great Step Place,42978,12/4/2019,West,Maharashtra,Nagpur,Sandals,4419,59,260721,48049.40598,Offline
